s01a_s.txt,0
s01b_s.txt,0
s01c_s.txt,0
s02a_s.txt,0
s02b_s.txt,0
s02c_s.txt,0
s03a_s.txt,0
s03b_s.txt,0
s03c_s.txt,0
s04a_s.txt,0
s04b_s.txt,0
s04c_s.txt,0
s05a_s.txt,1
s05b_s.txt,0
s05c_s.txt,0
s06a_s.txt,0
s06b_s.txt,0
s06c_s.txt,0
s07a_s.txt,0
s07b_s.txt,0
s07c_s.txt,0
s08a_s.txt,0
s08b_s.txt,0
s08c_s.txt,0
s09a_s.txt,0
s09b_s.txt,1
s09c_s.txt,0
s10a_s.txt,0
s10b_s.txt,0
s10c_s.txt,0
s11a_s.txt,0
s11b_s.txt,0
s11c_s.txt,0
s12a_s.txt,0
s12b_s.txt,0
s12c_s.txt,0
s13a_s.txt,0
s13b_s.txt,0
s13c_s.txt,0
s14a_s.txt,1
s14b_s.txt,0
s14c_s.txt,0
s15a_s.txt,0
s15b_s.txt,0
s15c_s.txt,0
s16_s.txt,3
s17_s.txt,2
test_s.txt,0
test_s.txt,0
test_s.txt,0
test_s.txt,0
test_s.txt,0
